"age","past_temp","past_co2","modern_co2","present_t","recon_mi"
1655.9,12.36931467,280.575,340,11.5795742,0.330794535
2093.5,12.2788835,276.9,340,11.5795742,0.362554604
2239.4,12.81033616,276.7,340,11.5795742,0.33059316
2385.3,12.44436816,277.15,340,11.5795742,0.369150118
2725.7,15.09533438,277.1,340,11.5795742,0.324590535
2871.7,14.988073,275,340,11.5795742,0.312847941
2968.9,14.26138899,276.3,340,11.5795742,0.306397596
3066.1,13.89844117,274.6,340,11.5795742,0.342573792
3163.4,9.759079003,275.45,340,11.5795742,0.576732349
3309.3,11.3482288,273.1,340,11.5795742,0.462357803
3358,9.804684995,273.55,340,11.5795742,0.554706666
3455.3,12.41128181,274.5,340,11.5795742,0.40331504
3601.1,13.33192885,274.2,340,11.5795742,0.381771576
3844.3,11.33709656,273.45,340,11.5795742,0.462025363
4038.9,11.09470018,273.3,340,11.5795742,0.469622669
4087.5,10.33467509,271.7,340,11.5795742,0.507613246
4233.3,10.80492767,272.2,340,11.5795742,0.487219558
4427.9,9.170900855,271.3,340,11.5795742,0.641864604
4525.1,11.41982488,270.1,340,11.5795742,0.417120697
5157.3,12.84690941,269.2,340,11.5795742,0.361863961
5254.5,12.9169141,268.7,340,11.5795742,0.354976128
5351.9,13.96393687,266.45,340,11.5795742,0.316056237
5497.7,11.83126825,265.2,340,11.5795742,0.412490641
5886.7,11.88589447,263.1,340,11.5795742,0.391133233
5935.4,13.24676711,263.7,340,11.5795742,0.339898597
5984.1,13.83203634,263.7,340,11.5795742,0.332253116
6470.4,13.67072708,261.15,340,11.5795742,0.350073633
6567.6,12.20460908,261.1,340,11.5795742,0.38914588
6713.5,11.94124417,260.75,340,11.5795742,0.407395348
6810.9,11.1418798,262.5,340,11.5795742,0.475833736
7005.4,11.11389079,257.85,340,11.5795742,0.430356324
7102.6,11.39824068,259.95,340,11.5795742,0.473056193
7199.9,11.58464483,262.65,340,11.5795742,0.442475602
